date,gpu_name,flipkart_price,flipkart_rating,flipkart_reviews,amazon_price,amazon_rating,amazon_reviews,aliexpress_price,aliexpress_rating,aliexpress_reviews,price_diff_amazon,price_diff_aliexpress,average_rating,discount_flag,units_sold,revenue
2025-03-07,NVIDIA RTX 3080,64176,4.4,1656,62705,4.3,1268,41792,4.0,1758,1471,22384,4.233333333333333,0,31,1989456
2025-03-07,AMD RX 6600,95653,3.9,305,43050,3.6,828,74191,4.3,861,52603,21462,3.9333333333333336,0,1,95653
2025-03-07,AMD RX 6700 XT,49869,3.8,467,43594,3.9,1921,58554,3.9,1296,6275,-8685,3.8666666666666667,0,1,49869
2025-03-07,NVIDIA RTX 4060,61733,4.6,359,56657,3.9,715,73052,4.8,367,5076,-11319,4.433333333333334,0,4,246932
2025-03-07,AMD RX 7900 XTX,58326,5.0,1233,38719,4.1,1979,38111,4.4,1968,19607,20215,4.5,0,1,58326
2025-03-06,NVIDIA RTX 3060,66003,4.9,1406,51131,4.6,1723,48540,4.6,1995,14872,17463,4.7,0,1,66003
2025-03-06,NVIDIA RTX 3070,87180,4.8,1275,86662,4.2,1941,35541,4.9,1367,518,51639,4.633333333333334,0,29,2528220
2025-03-06,NVIDIA RTX 3080,63113,4.2,797,39375,4.5,176,69413,4.6,1658,23738,-6300,4.433333333333333,0,1,63113
2025-03-06,AMD RX 6600,46584,3.9,1864,72652,4.7,1987,52846,4.6,189,-26068,-6262,4.3999999999999995,1,148,6894432
2025-03-06,AMD RX 6700 XT,85550,4.7,920,68679,4.8,989,40325,4.1,1557,16871,45225,4.533333333333333,0,1,85550
2025-03-06,NVIDIA RTX 4060,87060,4.4,1505,77581,4.8,564,59689,5.0,1932,9479,27371,4.733333333333333,0,1,87060
2025-03-06,AMD RX 7900 XTX,30268,3.7,1252,28690,4.7,883,73646,4.4,340,1578,-43378,4.266666666666667,0,18,544824
2025-03-05,NVIDIA RTX 3060,62521,5.0,342,31590,4.3,753,79717,4.2,1172,30931,-17196,4.5,0,1,62521
2025-03-05,NVIDIA RTX 3070,81514,4.4,1366,44282,4.3,552,88222,3.8,661,37232,-6708,4.166666666666667,0,1,81514
2025-03-05,NVIDIA RTX 3080,55861,4.1,1960,42492,4.5,904,41271,3.6,1259,13369,14590,4.066666666666666,0,1,55861
2025-03-05,AMD RX 6600,82463,4.8,978,85282,4.4,284,35651,3.8,1768,-2819,46812,4.333333333333333,0,67,5525021
2025-03-05,AMD RX 6700 XT,66684,4.4,1348,54647,3.9,907,78155,4.5,1882,12037,-11471,4.266666666666667,0,1,66684
2025-03-05,NVIDIA RTX 4060,36708,4.4,641,42482,4.0,1074,89917,3.7,1637,-5774,-53209,4.033333333333334,1,71,2606268
2025-03-05,AMD RX 7900 XTX,33927,3.9,1230,32953,4.1,274,91898,4.3,899,974,-57971,4.1000000000000005,0,17,576759
2025-03-04,NVIDIA RTX 3060,33120,3.5,1022,78345,4.2,1529,79514,3.9,476,-45225,-46394,3.8666666666666667,1,236,7816320
2025-03-04,NVIDIA RTX 3070,85977,3.5,690,40192,4.2,505,23781,4.4,1312,45785,62196,4.033333333333334,0,1,85977
2025-03-04,NVIDIA RTX 3080,64814,4.8,245,89182,4.5,501,27361,4.2,1549,-24368,37453,4.5,0,140,9073960
2025-03-04,AMD RX 6600,54762,4.7,1380,92731,3.9,645,92942,4.0,551,-37969,-38180,4.2,1,217,11883354
2025-03-04,AMD RX 6700 XT,51410,3.7,560,81018,4.5,1279,66646,3.9,343,-29608,-15236,4.033333333333333,1,187,9613670
2025-03-04,NVIDIA RTX 4060,43704,4.7,246,34664,4.5,967,46261,3.6,587,9040,-2557,4.266666666666667,0,4,174816
2025-03-04,AMD RX 7900 XTX,31175,4.7,1318,72729,3.8,805,60572,4.5,1909,-41554,-29397,4.333333333333333,1,255,7949625
2025-03-03,NVIDIA RTX 3060,63425,3.7,1510,27669,3.8,816,59495,3.9,1719,35756,3930,3.8000000000000003,0,1,63425
2025-03-03,NVIDIA RTX 3070,67589,4.1,657,85066,3.7,191,34014,5.0,1786,-17477,33575,4.266666666666667,0,115,7772735
2025-03-03,NVIDIA RTX 3080,92020,4.2,264,54238,4.5,419,53900,3.7,1428,37782,38120,4.133333333333333,0,1,92020
2025-03-03,AMD RX 6600,30763,4.6,1336,34167,4.6,597,72724,4.4,855,-3404,-41961,4.533333333333333,1,65,1999595
2025-03-03,AMD RX 6700 XT,55027,3.6,1480,43712,3.5,1520,65221,4.9,1910,11315,-10194,4.0,0,1,55027
2025-03-03,NVIDIA RTX 4060,30226,4.7,1280,39084,4.2,146,62523,3.7,1939,-8858,-32297,4.2,1,61,1843786
2025-03-03,AMD RX 7900 XTX,28708,4.2,1434,67211,4.6,533,63311,5.0,1381,-38503,-34603,4.6000000000000005,1,213,6114804
2025-03-02,NVIDIA RTX 3060,82241,3.8,1298,53188,4.3,629,26276,3.8,672,29053,55965,3.9666666666666663,0,1,82241
2025-03-02,NVIDIA RTX 3070,84332,4.7,286,90414,4.6,389,47262,5.0,1200,-6082,37070,4.766666666666667,0,47,3963604
2025-03-02,NVIDIA RTX 3080,86455,4.1,757,27495,4.4,1458,41870,4.6,882,58960,44585,4.366666666666666,0,1,86455
2025-03-02,AMD RX 6600,37027,4.0,1520,91404,3.9,223,60860,4.5,1228,-54377,-23833,4.133333333333334,1,307,11367289
2025-03-02,AMD RX 6700 XT,89303,4.5,920,60870,4.7,1365,52643,3.8,650,28433,36660,4.333333333333333,0,1,89303
2025-03-02,NVIDIA RTX 4060,30534,3.6,616,57991,4.2,117,53492,4.4,1857,-27457,-22958,4.066666666666667,1,149,4549566
2025-03-02,AMD RX 7900 XTX,65321,5.0,927,33912,4.5,1457,75109,4.2,1594,31409,-9788,4.566666666666666,0,1,65321
2025-03-01,NVIDIA RTX 3060,89458,4.5,1211,70097,3.5,1876,81891,3.7,1081,19361,7567,3.9,0,1,89458
2025-03-01,NVIDIA RTX 3070,85937,3.6,1161,74555,5.0,1141,38342,3.8,478,11382,47595,4.133333333333333,0,1,85937
2025-03-01,NVIDIA RTX 3080,74519,4.6,1380,37639,4.2,1322,46630,4.4,1593,36880,27889,4.4,0,1,74519
2025-03-01,AMD RX 6600,80361,3.8,1224,92393,3.8,1125,50950,3.9,735,-12032,29411,3.8333333333333335,0,81,6509241
2025-03-01,AMD RX 6700 XT,41531,4.2,1530,86622,4.9,144,44809,4.7,1507,-45091,-3278,4.6000000000000005,1,237,9842847
2025-03-01,NVIDIA RTX 4060,86526,3.5,1390,29236,4.9,724,47189,3.7,973,57290,39337,4.033333333333334,0,1,86526
2025-03-01,AMD RX 7900 XTX,59179,3.7,1228,69734,4.1,421,57872,4.9,924,-10555,1307,4.233333333333333,0,65,3846635
2025-02-28,NVIDIA RTX 3060,28316,4.1,560,27248,4.5,827,41070,4.3,1588,1068,-12754,4.3,0,10,283160
2025-02-28,NVIDIA RTX 3070,40651,4.9,1426,63560,5.0,1126,28487,3.6,886,-22909,12164,4.5,0,145,5894395
2025-02-28,NVIDIA RTX 3080,46263,4.9,697,58666,4.4,1899,25616,4.7,1663,-12403,20647,4.666666666666667,0,93,4302459
2025-02-28,AMD RX 6600,94476,3.9,1809,72988,4.9,673,28815,3.9,271,21488,65661,4.233333333333333,0,1,94476
2025-02-28,AMD RX 6700 XT,89110,3.9,1228,52809,4.0,904,58250,4.9,1328,36301,30860,4.266666666666667,0,1,89110
2025-02-28,NVIDIA RTX 4060,44100,3.8,1327,40710,4.6,1166,23845,4.9,317,3390,20255,4.433333333333333,0,10,441000
2025-02-28,AMD RX 7900 XTX,89734,4.8,665,55227,3.9,412,72148,3.6,385,34507,17586,4.1,0,1,89734
2025-02-27,NVIDIA RTX 3060,79171,4.9,1139,80456,4.9,774,89580,4.8,1770,-1285,-10409,4.866666666666667,1,36,2850156
2025-02-27,NVIDIA RTX 3070,57039,3.9,711,85314,3.7,1436,45901,4.0,416,-28275,11138,3.8666666666666667,0,164,9354396
2025-02-27,NVIDIA RTX 3080,87395,4.2,1091,44922,4.3,1738,54413,4.3,647,42473,32982,4.266666666666667,0,1,87395
2025-02-27,AMD RX 6600,69959,4.3,1212,49648,4.0,1544,38304,4.7,310,20311,31655,4.333333333333333,0,1,69959
2025-02-27,AMD RX 6700 XT,75171,4.9,1880,91763,4.1,1961,61734,4.3,1813,-16592,13437,4.433333333333334,0,96,7216416
2025-02-27,NVIDIA RTX 4060,52440,3.9,884,46400,4.9,1978,77593,3.5,559,6040,-25153,4.1000000000000005,0,1,52440
2025-02-27,AMD RX 7900 XTX,55978,3.6,1625,45315,3.6,1191,27001,4.1,401,10663,28977,3.766666666666667,0,1,55978
2025-02-26,NVIDIA RTX 3060,89770,4.9,880,39025,4.0,1901,73677,3.9,1987,50745,16093,4.266666666666667,0,1,89770
2025-02-26,NVIDIA RTX 3070,78040,4.7,1435,47029,3.5,752,78054,4.8,1785,31011,-14,4.333333333333333,0,1,78040
2025-02-26,NVIDIA RTX 3080,45993,4.9,358,79637,4.0,1627,40761,3.8,325,-33644,5232,4.233333333333333,0,212,9750516
2025-02-26,AMD RX 6600,92670,4.0,305,59131,4.7,318,52261,4.9,677,33539,40409,4.533333333333333,0,1,92670
2025-02-26,AMD RX 6700 XT,80527,4.3,1035,40754,3.5,1353,69457,4.4,342,39773,11070,4.066666666666666,0,1,80527
2025-02-26,NVIDIA RTX 4060,29929,3.7,1883,61939,4.4,572,69944,4.8,1338,-32010,-40015,4.300000000000001,1,188,5626652
2025-02-26,AMD RX 7900 XTX,42844,4.2,642,54323,4.5,835,43263,4.1,785,-11479,-419,4.266666666666667,1,92,3941648
2025-02-25,NVIDIA RTX 3060,71480,4.5,1430,38054,4.7,374,51336,4.1,1929,33426,20144,4.433333333333333,0,1,71480
2025-02-25,NVIDIA RTX 3070,35218,4.8,1859,92793,4.2,1430,66644,4.7,813,-57575,-31426,4.566666666666666,1,339,11938902
2025-02-25,NVIDIA RTX 3080,95055,4.9,1383,72522,4.8,1106,37841,4.9,1455,22533,57214,4.866666666666666,0,1,95055
2025-02-25,AMD RX 6600,90388,3.6,240,85234,3.7,563,72554,4.7,1556,5154,17834,4.0,0,13,1175044
2025-02-25,AMD RX 6700 XT,57941,4.5,688,29571,4.6,130,32026,4.8,404,28370,25915,4.633333333333333,0,1,57941
2025-02-25,NVIDIA RTX 4060,52557,4.2,301,60753,3.8,1474,43836,3.7,1014,-8196,8721,3.9,0,86,4519902
2025-02-25,AMD RX 7900 XTX,38807,3.7,713,50260,3.6,1998,85260,3.7,975,-11453,-46453,3.6666666666666665,1,77,2988139
2025-02-24,NVIDIA RTX 3060,26170,4.0,214,84631,4.2,765,59685,3.6,361,-58461,-33515,3.933333333333333,1,326,8531420
2025-02-24,NVIDIA RTX 3070,63388,4.1,398,83992,4.1,1689,48992,4.0,1112,-20604,14396,4.066666666666666,0,137,8684156
2025-02-24,NVIDIA RTX 3080,58358,4.1,1496,32462,4.6,879,81494,4.5,947,25896,-23136,4.3999999999999995,0,1,58358
2025-02-24,AMD RX 6600,46992,3.8,1348,66240,4.4,1620,66839,4.7,1439,-19248,-19847,4.3,1,140,6578880
2025-02-24,AMD RX 6700 XT,77216,4.5,1119,96097,4.8,1711,57370,4.1,1118,-18881,19846,4.466666666666667,0,115,8879840
2025-02-24,NVIDIA RTX 4060,42660,4.2,620,31312,3.7,1035,95997,4.3,1782,11348,-53337,4.066666666666666,0,1,42660
2025-02-24,AMD RX 7900 XTX,84327,4.5,1940,29571,4.3,910,55311,3.6,1564,54756,29016,4.133333333333334,0,1,84327
2025-02-23,NVIDIA RTX 3060,85337,4.5,423,31712,4.1,1667,81607,4.4,1520,53625,3730,4.333333333333333,0,1,85337
2025-02-23,NVIDIA RTX 3070,35299,4.9,1303,30016,3.9,915,56507,3.6,840,5283,-21208,4.133333333333334,0,13,458887
2025-02-23,NVIDIA RTX 3080,66444,4.9,1513,64260,4.2,965,24040,5.0,135,2184,42404,4.7,0,13,863772
2025-02-23,AMD RX 6600,58522,4.8,507,65612,4.9,1513,74074,4.2,373,-7090,-15552,4.633333333333333,1,85,4974370
2025-02-23,AMD RX 6700 XT,76380,3.7,881,90925,4.2,1423,36926,4.9,839,-14545,39454,4.266666666666667,0,108,8249040
2025-02-23,NVIDIA RTX 4060,73757,3.9,1532,81944,4.6,331,42678,4.2,1810,-8187,31079,4.233333333333333,0,74,5458018
2025-02-23,AMD RX 7900 XTX,60875,5.0,1448,50357,4.9,1525,79177,3.8,559,10518,-18302,4.566666666666666,0,1,60875
2025-02-22,NVIDIA RTX 3060,76127,3.5,1871,42954,4.1,1023,30450,3.7,1524,33173,45677,3.766666666666667,0,1,76127
2025-02-22,NVIDIA RTX 3070,33395,4.6,1805,26730,4.2,1936,43845,4.6,1525,6665,-10450,4.466666666666667,0,1,33395
2025-02-22,NVIDIA RTX 3080,61397,4.4,821,52191,3.6,763,80711,3.6,317,9206,-19314,3.8666666666666667,0,1,61397
2025-02-22,AMD RX 6600,55920,3.8,613,49379,4.6,286,35575,4.8,1882,6541,20345,4.3999999999999995,0,9,503280
2025-02-22,AMD RX 6700 XT,45073,3.6,1385,42748,4.2,843,42979,3.7,389,2325,2094,3.8333333333333335,0,32,1442336
2025-02-22,NVIDIA RTX 4060,29697,4.7,168,37472,4.6,1588,34360,3.6,1265,-7775,-4663,4.3,1,77,2286669
2025-02-22,AMD RX 7900 XTX,75822,3.7,1962,94079,4.9,875,77816,4.6,1062,-18257,-1994,4.4,1,124,9401928
2025-02-21,NVIDIA RTX 3060,63356,4.6,459,72245,4.7,1968,44684,4.5,713,-8889,18672,4.6000000000000005,0,84,5321904
2025-02-21,NVIDIA RTX 3070,49400,4.7,1894,70566,4.8,1866,86999,4.6,1009,-21166,-37599,4.7,1,123,6076200
2025-02-21,NVIDIA RTX 3080,74301,4.3,658,43000,4.8,466,26080,3.7,222,31301,48221,4.266666666666667,0,1,74301
2025-02-21,AMD RX 6600,45672,4.9,1086,32162,4.0,1595,31158,4.6,1130,13510,14514,4.5,0,1,45672
2025-02-21,AMD RX 6700 XT,63458,4.7,1059,82856,4.4,340,43106,4.1,967,-19398,20352,4.4,0,117,7424586
2025-02-21,NVIDIA RTX 4060,33022,4.6,562,40906,3.5,1667,86084,4.6,628,-7884,-53062,4.233333333333333,1,73,2410606
2025-02-21,AMD RX 7900 XTX,78654,4.0,1719,55275,4.2,1851,90288,4.6,967,23379,-11634,4.266666666666667,0,1,78654
2025-02-20,NVIDIA RTX 3060,73831,3.9,353,91810,4.7,1345,44778,5.0,1168,-17979,29053,4.533333333333333,0,129,9524199
2025-02-20,NVIDIA RTX 3070,84628,4.5,1476,88627,3.8,1450,72512,4.6,920,-3999,12116,4.3,0,60,5077680
2025-02-20,NVIDIA RTX 3080,61150,4.1,1407,88069,4.1,262,31132,4.1,1784,-26919,30018,4.1,0,180,11007000
2025-02-20,AMD RX 6600,71576,4.5,1065,24865,4.8,669,37791,4.2,741,46711,33785,4.5,0,1,71576
2025-02-20,AMD RX 6700 XT,30355,4.8,1249,49615,3.8,212,78213,3.7,1745,-19260,-47858,4.1000000000000005,1,111,3369405
2025-02-20,NVIDIA RTX 4060,69989,3.8,229,68046,3.7,166,75987,4.1,652,1943,-5998,3.8666666666666667,0,22,1539758
2025-02-20,AMD RX 7900 XTX,88595,4.0,936,63829,4.9,200,37063,3.6,1335,24766,51532,4.166666666666667,0,1,88595
2025-02-19,NVIDIA RTX 3060,38437,3.6,176,39687,5.0,430,66199,3.9,433,-1250,-27762,4.166666666666667,1,56,2152472
2025-02-19,NVIDIA RTX 3070,65928,3.7,580,64280,4.5,1533,36489,3.8,122,1648,29439,4.0,0,11,725208
2025-02-19,NVIDIA RTX 3080,42964,4.2,1473,48984,4.6,837,64053,4.3,1407,-6020,-21089,4.366666666666667,1,79,3394156
2025-02-19,AMD RX 6600,81746,4.6,416,27459,4.7,761,28210,3.9,1267,54287,53536,4.4,0,1,81746
2025-02-19,AMD RX 6700 XT,81744,3.6,1102,73413,4.7,1653,32499,5.0,1090,8331,49245,4.433333333333334,0,2,163488
2025-02-19,NVIDIA RTX 4060,77783,3.5,858,82519,3.6,1064,28380,4.0,732,-4736,49403,3.6999999999999997,0,73,5678159
2025-02-19,AMD RX 7900 XTX,54109,4.2,583,40634,4.5,662,26032,4.6,915,13475,28077,4.433333333333333,0,1,54109
2025-02-18,NVIDIA RTX 3060,70350,5.0,852,69467,4.1,529,89160,4.0,900,883,-18810,4.366666666666666,0,45,3165750
2025-02-18,NVIDIA RTX 3070,69508,4.1,488,54413,3.6,1270,69701,4.6,299,15095,-193,4.1,0,1,69508
2025-02-18,NVIDIA RTX 3080,41736,3.6,534,92048,4.2,1510,68762,4.8,1131,-50312,-27026,4.2,1,274,11435664
2025-02-18,AMD RX 6600,25213,4.7,598,63140,4.4,748,39351,4.7,407,-37927,-14138,4.6000000000000005,1,227,5723351
2025-02-18,AMD RX 6700 XT,43130,3.8,1799,60338,4.4,1376,29914,4.7,1076,-17208,13216,4.3,0,101,4356130
2025-02-18,NVIDIA RTX 4060,53955,3.8,1881,69442,4.4,1116,29279,3.7,1497,-15487,24676,3.9666666666666663,0,114,6150870
2025-02-18,AMD RX 7900 XTX,55230,4.7,1715,96091,4.4,1108,83345,4.8,291,-40861,-28115,4.633333333333334,1,224,12371520
2025-02-17,NVIDIA RTX 3060,24642,4.8,396,50572,3.8,694,54118,4.7,1439,-25930,-29476,4.433333333333334,1,174,4287708
2025-02-17,NVIDIA RTX 3070,43463,3.9,457,47381,3.7,1052,46349,3.7,1127,-3918,-2886,3.766666666666667,1,64,2781632
2025-02-17,NVIDIA RTX 3080,41823,4.8,369,39154,4.7,949,95641,4.4,1171,2669,-53818,4.633333333333334,0,1,41823
2025-02-17,AMD RX 6600,26881,4.7,587,76641,4.0,1247,70414,4.7,794,-49760,-43533,4.466666666666666,1,294,7903014
2025-02-17,AMD RX 6700 XT,64566,3.8,207,49923,4.5,1513,63072,4.4,982,14643,1494,4.233333333333333,0,1,64566
2025-02-17,NVIDIA RTX 4060,42062,4.3,1627,60997,4.7,730,33082,4.7,893,-18935,8980,4.566666666666666,0,142,5972804
2025-02-17,AMD RX 7900 XTX,34231,4.2,841,65508,4.3,1670,55050,5.0,1342,-31277,-20819,4.5,1,168,5750808
2025-02-16,NVIDIA RTX 3060,94134,3.7,1131,23735,4.5,799,33078,4.4,1118,70399,61056,4.2,0,1,94134
2025-02-16,NVIDIA RTX 3070,56076,3.6,1704,79844,4.4,159,34889,3.7,1882,-23768,21187,3.9,0,164,9196464
2025-02-16,NVIDIA RTX 3080,92817,4.2,163,46609,4.0,792,67054,4.8,1733,46208,25763,4.333333333333333,0,1,92817
2025-02-16,AMD RX 6600,33895,4.8,973,88684,4.7,1422,37512,3.6,742,-54789,-3617,4.366666666666666,1,301,10202395
2025-02-16,AMD RX 6700 XT,40166,4.6,1008,43737,3.7,1043,46666,3.7,673,-3571,-6500,4.0,1,51,2048466
2025-02-16,NVIDIA RTX 4060,32293,4.0,403,69711,4.7,947,72516,3.6,466,-37418,-40223,4.1,1,229,7395097
2025-02-16,AMD RX 7900 XTX,31642,3.9,1396,33610,3.9,1584,84503,5.0,624,-1968,-52861,4.266666666666667,1,27,854334
2025-02-15,NVIDIA RTX 3060,67742,5.0,1186,67901,4.3,526,85266,4.9,353,-159,-17524,4.733333333333333,1,34,2303228
2025-02-15,NVIDIA RTX 3070,64368,4.3,981,68375,3.6,405,86321,4.0,687,-4007,-21953,3.966666666666667,1,55,3540240
2025-02-15,NVIDIA RTX 3080,40747,3.7,1440,59015,4.0,868,77901,4.8,1978,-18268,-37154,4.166666666666667,1,136,5541592
2025-02-15,AMD RX 6600,53706,4.2,567,48430,4.4,483,42517,4.1,1830,5276,11189,4.233333333333333,0,10,537060
2025-02-15,AMD RX 6700 XT,79015,4.7,916,39840,4.6,744,66171,3.6,946,39175,12844,4.3,0,1,79015
2025-02-15,NVIDIA RTX 4060,82500,3.6,974,28369,4.1,1117,92001,3.9,1893,54131,-9501,3.8666666666666667,0,1,82500
2025-02-15,AMD RX 7900 XTX,68411,3.9,412,56192,4.2,719,32677,5.0,216,12219,35734,4.366666666666666,0,1,68411
2025-02-14,NVIDIA RTX 3060,84712,3.6,274,54630,4.0,329,59820,4.7,116,30082,24892,4.1000000000000005,0,1,84712
2025-02-14,NVIDIA RTX 3070,37756,3.6,1613,71355,4.7,1970,43120,3.9,424,-33599,-5364,4.066666666666667,1,200,7551200
2025-02-14,NVIDIA RTX 3080,71908,4.3,1301,37772,4.3,1736,74931,3.8,1890,34136,-3023,4.133333333333333,0,1,71908
2025-02-14,AMD RX 6600,70695,3.7,824,89359,3.7,796,88072,3.6,1054,-18664,-17377,3.6666666666666665,1,109,7705755
2025-02-14,AMD RX 6700 XT,83341,3.6,689,91369,4.8,735,88668,4.3,1775,-8028,-5327,4.233333333333333,1,64,5333824
2025-02-14,NVIDIA RTX 4060,65833,3.7,1139,66077,4.7,301,83822,3.6,1598,-244,-17989,4.0,1,51,3357483
2025-02-14,AMD RX 7900 XTX,51151,4.5,559,95195,5.0,520,39452,4.7,508,-44044,11699,4.733333333333333,0,261,13350411
2025-02-13,NVIDIA RTX 3060,39052,4.8,852,30554,4.1,1871,77320,3.6,801,8498,-38268,4.166666666666666,0,1,39052
2025-02-13,NVIDIA RTX 3070,39340,4.4,1753,91412,3.5,190,87480,4.6,1075,-52072,-48140,4.166666666666667,1,284,11172560
2025-02-13,NVIDIA RTX 3080,82839,5.0,1776,36143,4.2,194,39264,4.2,1216,46696,43575,4.466666666666666,0,1,82839
2025-02-13,AMD RX 6600,30429,4.9,1798,39777,4.6,1626,46262,3.7,537,-9348,-15833,4.3999999999999995,1,92,2799468
2025-02-13,AMD RX 6700 XT,57291,3.8,1539,63141,4.4,739,68621,3.5,1331,-5850,-11330,3.9,1,46,2635386
2025-02-13,NVIDIA RTX 4060,65282,4.0,471,52132,3.8,686,72355,4.9,840,13150,-7073,4.233333333333333,0,1,65282
2025-02-13,AMD RX 7900 XTX,45415,4.5,242,62621,4.0,1003,82253,3.8,533,-17206,-36838,4.1000000000000005,1,107,4859405
2025-02-12,NVIDIA RTX 3060,45781,5.0,287,39653,3.7,660,30607,4.1,616,6128,15174,4.266666666666667,0,1,45781
2025-02-12,NVIDIA RTX 3070,93293,4.1,1029,37126,4.9,1246,45766,3.7,660,56167,47527,4.233333333333333,0,1,93293
2025-02-12,NVIDIA RTX 3080,67970,4.1,1577,90216,3.8,817,75762,3.9,1558,-22246,-7792,3.933333333333333,1,137,9311890
2025-02-12,AMD RX 6600,69166,4.4,1909,65964,3.7,1542,84606,4.3,1471,3202,-15440,4.133333333333334,0,21,1452486
2025-02-12,AMD RX 6700 XT,30169,3.7,1365,63830,3.9,245,57513,4.7,289,-33661,-27344,4.1000000000000005,1,197,5943293
2025-02-12,NVIDIA RTX 4060,34043,3.6,1007,67835,4.8,1207,80969,4.9,708,-33792,-46926,4.433333333333334,1,192,6536256
2025-02-12,AMD RX 7900 XTX,81554,4.4,948,80564,3.7,1064,45191,4.0,958,990,36363,4.033333333333334,0,41,3343714
2025-02-11,NVIDIA RTX 3060,59569,4.6,333,29480,4.1,276,89022,4.3,1705,30089,-29453,4.333333333333333,0,1,59569
2025-02-11,NVIDIA RTX 3070,70763,3.7,1488,81107,3.8,1320,48768,4.2,1969,-10344,21995,3.9,0,68,4811884
2025-02-11,NVIDIA RTX 3080,90099,4.5,193,85484,4.0,780,73086,4.3,1930,4615,17013,4.266666666666667,0,1,90099
2025-02-11,AMD RX 6600,54140,5.0,212,53811,4.6,1757,48662,4.6,1284,329,5478,4.733333333333333,0,13,703820
2025-02-11,AMD RX 6700 XT,24681,4.0,532,92567,5.0,1647,43607,4.5,1786,-67886,-18926,4.5,1,351,8663031
2025-02-11,NVIDIA RTX 4060,42080,3.9,345,87690,3.7,1764,63602,3.7,1039,-45610,-21522,3.766666666666667,1,240,10099200
2025-02-11,AMD RX 7900 XTX,27087,4.6,459,84173,4.2,1501,45422,4.8,332,-57086,-18335,4.533333333333334,1,316,8559492
2025-02-10,NVIDIA RTX 3060,42046,4.3,571,86854,3.8,558,77417,4.3,107,-44808,-35371,4.133333333333333,1,243,10217178
2025-02-10,NVIDIA RTX 3070,92147,4.8,1751,45890,3.9,844,82084,4.5,1408,46257,10063,4.3999999999999995,0,1,92147
2025-02-10,NVIDIA RTX 3080,69011,4.1,1619,74892,4.5,1462,35070,3.8,484,-5881,33941,4.133333333333333,0,51,3519561
2025-02-10,AMD RX 6600,31117,3.5,1986,67956,4.2,161,82778,4.3,440,-36839,-51661,4.0,1,198,6161166
2025-02-10,AMD RX 6700 XT,34769,4.4,1274,34460,3.7,1080,73257,4.0,491,309,-38488,4.033333333333334,0,14,486766
2025-02-10,NVIDIA RTX 4060,80820,4.5,692,83854,3.9,813,26916,4.7,133,-3034,53904,4.366666666666667,0,43,3475260
2025-02-10,AMD RX 7900 XTX,40414,3.5,765,42858,3.7,1774,64090,4.3,1877,-2444,-23676,3.8333333333333335,1,50,2020700
2025-02-09,NVIDIA RTX 3060,49590,4.2,1512,38691,4.3,245,44078,4.2,1033,10899,5512,4.233333333333333,0,1,49590
2025-02-09,NVIDIA RTX 3070,70149,4.2,316,65963,4.2,1309,79631,4.0,1796,4186,-9482,4.133333333333334,0,17,1192533
2025-02-09,NVIDIA RTX 3080,57460,4.4,1173,78144,4.4,1222,82101,5.0,787,-20684,-24641,4.6000000000000005,1,137,7872020
2025-02-09,AMD RX 6600,35550,4.8,1627,46794,4.1,797,38300,4.2,864,-11244,-2750,4.366666666666666,1,94,3341700
2025-02-09,AMD RX 6700 XT,68315,4.0,444,54979,4.4,1706,49714,4.4,1211,13336,18601,4.266666666666667,0,1,68315
2025-02-09,NVIDIA RTX 4060,36192,4.4,1186,83708,4.7,1215,82256,3.9,1450,-47516,-46064,4.333333333333334,1,287,10387104
2025-02-09,AMD RX 7900 XTX,90428,4.9,815,54370,4.5,259,84537,3.9,1370,36058,5891,4.433333333333334,0,1,90428
2025-02-08,NVIDIA RTX 3060,73977,4.9,1421,86719,4.4,1048,35722,4.7,312,-12742,38255,4.666666666666667,0,98,7249746
2025-02-08,NVIDIA RTX 3070,43293,3.7,624,69194,3.6,1011,39070,3.5,942,-25901,4223,3.6,0,164,7100052
2025-02-08,NVIDIA RTX 3080,49277,4.4,1656,47614,4.9,242,39654,4.6,1377,1663,9623,4.633333333333334,0,26,1281202
2025-02-08,AMD RX 6600,33327,4.9,1386,41868,4.7,1679,40257,4.2,1290,-8541,-6930,4.6000000000000005,1,69,2299563
2025-02-08,AMD RX 6700 XT,90564,4.6,1656,74346,4.2,1452,31746,3.9,961,16218,58818,4.233333333333333,0,1,90564
2025-02-08,NVIDIA RTX 4060,86417,4.9,1256,30799,3.8,384,51595,4.7,1229,55618,34822,4.466666666666666,0,1,86417
2025-02-08,AMD RX 7900 XTX,69501,4.0,1000,23225,4.5,1027,72885,3.8,1061,46276,-3384,4.1000000000000005,0,1,69501
2025-02-07,NVIDIA RTX 3060,34791,4.2,720,94019,4.1,1283,41182,5.0,1971,-59228,-6391,4.433333333333334,1,344,11968104
2025-02-07,NVIDIA RTX 3070,62846,3.6,1139,82212,3.8,1896,86192,4.9,1420,-19366,-23346,4.1000000000000005,1,137,8609902
2025-02-07,NVIDIA RTX 3080,34266,4.2,177,65952,4.4,1970,73941,4.9,1701,-31686,-39675,4.500000000000001,1,210,7195860
2025-02-07,AMD RX 6600,32476,4.7,257,65478,4.6,1974,55508,3.9,1901,-33002,-23032,4.4,1,217,7047292
2025-02-07,AMD RX 6700 XT,38873,4.4,887,67854,4.4,1352,59186,4.8,1728,-28981,-20313,4.533333333333334,1,194,7541362
